"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2994","E2E Test","chromium","2026-04-10","passed","2026-04-10","suite 1","pom.spec.ts","",""
